,all star,death date,death year,experience,first year,games,last year,link,name
2200,0,1952-06-17,1952,3,1884,110,1887,/players/a/atkinal01.shtml,Al Atkinson
2201,0,1952-10-14,1952,2,1888,3,1889,/players/b/banniji01.shtml,Jim Banning
2202,0,1952-03-20,1952,8,1901,675,1908,/players/b/bayha01.shtml,Harry Bay
2203,0,1952-10-11,1952,2,1907,5,1908,/players/b/beechro01.shtml,Roy Beecher
2204,0,1952-05-06,1952,1,1903,4,1903,/players/b/berteha01.shtml,Harry Berte
2205,0,1952-05-07,1952,1,1918,1,1918,/players/b/bluhmre01.shtml,Red Bluhm
2206,0,1952-06-17,1952,3,1937,46,1940,/players/b/bonetju01.shtml,Julio Bonetti
2207,0,1952-05-16,1952,1,1896,6,1896,/players/c/campfsa01.shtml,Sal Campfield
2208,0,1952-02-05,1952,2,1913,2,1914,/players/c/chanees01.shtml,Esty Chaney
2209,0,1952-09-13,1952,1,1913,5,1913,/players/c/clausal01.shtml,Al Clauss
2210,0,1952-11-01,1952,2,1908,111,1909,/players/c/clemewa01.shtml,Wally Clement
2211,0,1952-06-19,1952,2,1914,47,1915,/players/c/crutcdi01.shtml,Dick Crutcher
2212,0,1952-05-14,1952,12,1887,359,1901,/players/c/cunnibe01.shtml,Bert Cunningham
2213,0,1952-03-11,1952,1,1932,12,1932,/players/d/daglipe01.shtml,Pete Daglia
2214,0,1952-09-03,1952,1,1903,10,1903,/players/d/dalybe01.shtml,Bert Daly
2215,0,1952-05-06,1952,2,1907,21,1910,/players/d/dessaru01.shtml,Rube Dessau
2216,0,1952-05-14,1952,15,1902,1290,1916,/players/d/dooinre01.shtml,Red Dooin
2217,0,1952-08-01,1952,9,1912,299,1922,/players/d/douglph01.shtml,Phil Douglas
2218,0,1952-06-21,1952,2,1889,3,1891,/players/d/dunnian01.shtml,Andy Dunning
2219,0,1952-01-10,1952,14,1884,1343,1902,/players/e/elybo01.shtml,Bones Ely
2220,0,1952-01-08,1952,1,1932,7,1932,/players/e/evansar01.shtml,Art Evans
2221,0,1952-09-30,1952,2,1908,173,1909,/players/f/freemje01.shtml,Jerry Freeman
2222,0,1952-03-30,1952,1,1915,40,1915,/players/g/gallajo01.shtml,John Gallagher
2223,0,1952-11-26,1952,1,1908,27,1908,/players/g/gillwa01.shtml,Warren Gill
2224,0,1952-06-05,1952,1,1915,12,1915,/players/h/haasbr01.shtml,Bruno Haas
2225,0,1952-08-13,1952,6,1919,120,1933,/players/h/haidha01.shtml,Hal Haid
2226,0,1952-12-14,1952,1,1898,1,1898,/players/h/hansff.01.shtml,Frank Hansford
2227,0,1952-05-18,1952,2,1910,38,1911,/players/h/harknsp01.shtml,Spec Harkness
2228,0,1952-04-03,1952,7,1897,741,1903,/players/h/harledi01.shtml,Dick Harley
2229,0,1952-09-08,1952,1,1910,2,1910,/players/h/hearned01.shtml,Ed Hearne
2230,0,1952-02-05,1952,1,1902,1,1902,/players/h/hopkimi01.shtml,Mike Hopkins
2231,0,1952-01-15,1952,3,1910,162,1912,/players/h/housebe01.shtml,Ben Houser
2232,0,1952-12-06,1952,7,1928,905,1934,/players/h/hurstdo01.shtml,Don Hurst
2233,0,1952-04-05,1952,1,1928,2,1928,/players/j/jacobra01.shtml,Ray Jacobs
2234,0,1952-05-01,1952,10,1912,813,1925,/players/j/johnser01.shtml,Ernie Johnson
2235,0,1952-12-28,1952,3,1916,47,1918,/players/j/jonesde01.shtml,Deacon Jones
2236,0,1952-06-20,1952,1,1903,1,1903,/players/k/kalahjo01.shtml,John Kalahan
2237,0,1952-05-04,1952,2,1908,33,1909,/players/k/keelebu01.shtml,Burt Keeley
2238,0,1952-11-29,1952,17,1880,1629,1909,/players/l/lathaar01.shtml,Arlie Latham
2239,0,1952-05-29,1952,12,1913,1163,1924,/players/l/lavando01.shtml,Doc Lavan
2240,0,1952-10-28,1952,2,1901,13,1902,/players/l/lawsobo01.shtml,Bob Lawson
2241,0,1952-04-21,1952,2,1911,24,1915,/players/l/lejeula01.shtml,Sheldon Lejeune
2242,0,1952-07-11,1952,11,1913,331,1925,/players/l/leonadu01.shtml,Dutch Leonard
2243,0,1952-04-08,1952,1,1924,3,1924,/players/l/ludolwi01.shtml,Willie Ludolph
2244,0,1952-04-30,1952,1,1914,2,1914,/players/m/maddefr01.shtml,Frank Madden
2245,0,1952-03-13,1952,1,1912,1,1912,/players/m/meanepa01.shtml,Vincent Maney
2246,0,1952-02-12,1952,1,1884,5,1884,/players/m/manloch01.shtml,Charlie Manlove
2247,0,1952-08-25,1952,2,1898,7,1899,/players/m/maupiha01.shtml,Harry Maupin
2248,0,1952-08-19,1952,1,1914,1,1914,/players/m/mcavoge01.shtml,George McAvoy
2249,0,1952-05-23,1952,1,1908,2,1908,/players/m/mcgilbi02.shtml,Bill McGilvray
2250,0,1952-10-22,1952,1,1912,4,1912,/players/m/mcgraho01.shtml,Howard McGraner
2251,0,1952-06-09,1952,1,1898,11,1898,/players/m/mchalbo01.shtml,Bob McHale
2252,0,1952-11-20,1952,6,1914,304,1920,/players/m/mcmulfr01.shtml,Fred McMullin
2253,0,1952-11-01,1952,1,1904,17,1904,/players/m/mcniced01.shtml,Ed McNichol
2254,0,1952-12-29,1952,1,1910,2,1910,/players/m/meinkbo01.shtml,Bob Meinke
2255,0,1952-10-26,1952,2,1912,15,1916,/players/m/murphmi01.shtml,Mike Murphy
2256,0,1952-08-08,1952,1,1939,7,1939,/players/n/neighbo01.shtml,Bob Neighbors
2257,0,1952-01-06,1952,4,1906,46,1910,/players/o/oberlfr01.shtml,Frank Oberlin
2258,0,1952-08-20,1952,2,1899,51,1905,/players/o/owensre01.shtml,Red Owens
2259,0,1952-02-06,1952,1,1912,47,1912,/players/p/paddode01.shtml,Del Paddock
2260,0,1952-08-20,1952,1,1914,2,1914,/players/p/pettine01.shtml,Ned Pettigrew
2261,0,1952-03-30,1952,13,1899,377,1911,/players/p/phillde01.shtml,Deacon Phillippe
2262,0,1952-01-20,1952,8,1896,886,1908,/players/p/pickeol01.shtml,Ollie Pickering
2263,0,1952-05-27,1952,7,1902,462,1908,/players/r/rittele01.shtml,Lew Ritter
2264,0,1952-08-21,1952,13,1889,616,1913,/players/r/ryanja01.shtml,Jack Ryan
2265,0,1952-01-17,1952,1,1902,2,1902,/players/s/salisbi01.shtml,Solly Salisbury
2266,0,1952-09-04,1952,4,1909,297,1915,/players/s/schmibu01.shtml,Butch Schmidt
2267,0,1952-01-14,1952,1,1910,12,1910,/players/s/selleru01.shtml,Rube Sellers
2268,0,1952-09-16,1952,9,1921,1234,1931,/players/s/sheelea01.shtml,Earl Sheely
2269,0,1952-10-17,1952,1,1924,3,1924,/players/s/shielvi01.shtml,Vince Shields
2270,0,1952-11-03,1952,11,1904,369,1915,/players/s/smithfr03.shtml,Frank Smith
2271,0,1952-04-03,1952,8,1884,148,1891,/players/s/smithph01.shtml,Phenomenal Smith
2272,0,1952-03-23,1952,9,1936,168,1946,/players/s/sundrst01.shtml,Steve Sundra
2273,0,1952-07-03,1952,17,1894,1994,1911,/players/t/tennefr02.shtml,Fred Tenney
2274,0,1952-03-19,1952,2,1925,8,1926,/players/t/thomale01.shtml,Lefty Thomas
2275,9,1952-08-30,1952,14,1932,1817,1948,/players/v/vaughar01.shtml,Arky Vaughan
2276,0,1952-01-24,1952,1,1915,4,1915,/players/w/wrighdi01.shtml,Dick Wright
2277,0,1952-09-28,1952,4,1896,239,1899,/players/w/wriglze01.shtml,Zeke Wrigley
2278,0,1952-05-12,1952,1,1915,9,1915,/players/y/youngch01.shtml,Charlie Young
2279,0,1952-10-04,1952,1,1915,22,1915,/players/z/zimmebi01.shtml,Bill Zimmerman
2280,0,1953-12-10,1953,1,1906,91,1906,/players/a/armbrha01.shtml,Harry Armbruster
2281,0,1953-01-02,1953,1,1895,1,1895,/players/a/adkinhe01.shtml,Harry Atkinson
2282,0,1953-09-18,1953,1,1903,96,1903,/players/a/aubreha01.shtml,Chub Aubrey
2283,0,1953-04-03,1953,13,1923,462,1935,/players/b/bentola01.shtml,Larry Benton
2284,0,1953-03-20,1953,1,1904,7,1904,/players/b/brackjo01.shtml,John Brackenridge
2285,0,1953-04-26,1953,5,1933,141,1937,/players/b/brenndo01.shtml,Don Brennan
2286,0,1953-05-27,1953,16,1890,2067,1905,/players/b/burkeje01.shtml,Jesse Burkett
2287,0,1953-06-07,1953,5,1908,118,1912,/players/b/burnsbi01.shtml,Bill Burns
2288,0,1953-09-13,1953,1,1913,7,1913,/players/c/callawe01.shtml,Wese Callahan
2289,0,1953-01-05,1953,3,1916,11,1920,/players/c/cantwmi01.shtml,Mike Cantwell
2290,0,1953-01-09,1953,4,1901,338,1904,/players/c/carnepa01.shtml,Pat Carney
2291,0,1953-07-30,1953,6,1929,135,1935,/players/c/chagnle01.shtml,Leon Chagnon
2292,0,1953-11-03,1953,1,1924,19,1924,/players/c/chapmjo01.shtml,John Chapman
2293,0,1953-09-11,1953,4,1908,197,1914,/players/c/coulsbo01.shtml,Bob Coulson
2294,0,1953-09-26,1953,4,1921,318,1924,/players/c/cunnibi02.shtml,Bill Cunningham
2295,0,1953-02-02,1953,1,1940,12,1940,/players/d/dejanmi01.shtml,Mike Dejan
2296,0,1953-10-17,1953,13,1901,1186,1915,/players/d/delahji01.shtml,Jim Delahanty
2297,0,1953-12-17,1953,1,1909,19,1909,/players/d/devoywa01.shtml,Walt Devoy
2298,0,1953-02-03,1953,2,1893,8,1894,/players/d/donnefr01.shtml,Frank Donnelly
2299,0,1953-12-25,1953,17,1890,1824,1907,/players/d/donovpa01.shtml,Patsy Donovan
2300,0,1953-11-06,1953,1,1904,1,1904,/players/d/doughto01.shtml,Tom Dougherty
2301,0,1953-12-01,1953,9,1896,748,1904,/players/d/douglkl01.shtml,Klondike Douglass
2302,0,1953-03-22,1953,1,1916,1,1916,/players/d/driscmi01.shtml,Michael Driscoll
2303,0,1953-01-15,1953,2,1915,3,1924,/players/e/eastca01.shtml,Carl East
2304,0,1953-04-05,1953,6,1907,276,1914,/players/e/erwinte01.shtml,Tex Erwin
2305,0,1953-08-09,1953,11,1915,733,1925,/players/e/evansjo01.shtml,Joe Evans
2306,0,1953-10-05,1953,1,1919,2,1919,/players/f/faircra01.shtml,Rags Faircloth
2307,0,1953-05-13,1953,5,1883,331,1898,/players/f/fieldji01.shtml,Jim Field
2308,0,1953-02-13,1953,2,1924,8,1926,/players/f/foremha01.shtml,Happy Foreman
2309,0,1953-02-21,1953,2,1921,49,1922,/players/f/freembu02.shtml,Buck Freeman
2310,0,1953-04-05,1953,1,1952,1,1952,/players/g/gormahe01.shtml,Herb Gorman
2311,0,1953-04-16,1953,10,1924,379,1933,/players/g/graysa01.shtml,Sam Gray
2312,0,1953-03-25,1953,1,1920,5,1920,/players/g/griesti01.shtml,Tim Griesenbeck
2313,0,1953-05-25,1953,6,1920,433,1926,/players/g/grimera01.shtml,Ray Grimes
2314,0,1953-02-13,1953,1,1892,1,1892,/players/h/haighed01.shtml,Ed Haigh
2315,0,1953-01-31,1953,1,1911,5,1911,/players/h/handimi01.shtml,Mike Handiboe
2316,0,1953-01-28,1953,1,1915,7,1915,/players/h/haworho01.shtml,Howie Haworth
2317,0,1953-06-22,1953,11,1899,1242,1911,/players/h/hemphch01.shtml,Charlie Hemphill
2318,0,1953-09-04,1953,13,1908,1493,1920,/players/h/herzobu01.shtml,Buck Herzog
2319,0,1953-07-25,1953,1,1914,8,1914,/players/h/hillypa01.shtml,Pat Hilly
2320,0,1953-01-03,1953,1,1914,8,1914,/players/h/housejo02.shtml,Joe Houser
2321,0,1953-05-11,1953,1,1903,1,1903,/players/h/huged01.shtml,Ed Hug
2322,0,1953-05-06,1953,3,1897,90,1902,/players/j/jonesji01.shtml,Jim Jones
2323,0,1953-03-16,1953,3,1903,114,1905,/players/j/jonesos01.shtml,Oscar Jones
2324,0,1953-12-07,1953,2,1901,2,1902,/players/j/jordasl01.shtml,Slats Jordan
2325,0,1953-07-21,1953,1,1908,3,1908,/players/k/kelloal01.shtml,Al Kellogg
2326,0,1953-11-19,1953,1,1926,13,1926,/players/l/lacygu01.shtml,Guy Lacy
2327,0,1953-01-05,1953,2,1922,13,1923,/players/l/lapanpe01.shtml,Pete Lapan
2328,0,1953-05-19,1953,13,1898,389,1910,/players/l/leevesa01.shtml,Sam Leever
2329,0,1953-11-20,1953,2,1912,2,1916,/players/m/maharbi01.shtml,Billy Maharg
2330,0,1953-08-25,1953,1,1915,1,1915,/players/m/maisech01.shtml,Charlie Maisel
2331,0,1953-04-29,1953,1,1904,1,1904,/players/m/mcaulge01.shtml,Gene McAuliffe
2332,0,1953-11-18,1953,1,1904,105,1904,/players/m/mccormi01.shtml,Mike McCormack
2333,0,1953-07-05,1953,1,1922,2,1922,/players/m/mccuefr01.shtml,Frank McCue
2334,0,1953-12-17,1953,2,1930,34,1931,/players/m/mcevolo01.shtml,Lou McEvoy
2335,0,1953-01-01,1953,8,1921,206,1930,/players/m/mcweedo01.shtml,Doug McWeeny
2336,0,1953-03-11,1953,9,1892,221,1903,/players/m/menefjo01.shtml,Jock Menefee
2337,0,1953-02-24,1953,3,1923,30,1925,/players/m/metzle01.shtml,Lenny Metz
2338,0,1953-03-03,1953,16,1907,1982,1922,/players/m/milancl01.shtml,Clyde Milan
2339,0,1953-05-02,1953,1,1910,6,1910,/players/m/millefr01.shtml,Fred Miller
2340,0,1953-01-11,1953,1,1910,5,1910,/players/m/moskido01.shtml,Doc Moskiman
2341,0,1953-04-11,1953,15,1890,650,1906,/players/n/nichoki01.shtml,Kid Nichols
2342,0,1953-04-18,1953,5,1906,608,1910,/players/n/nilesha01.shtml,Harry Niles
2343,0,1953-04-14,1953,7,1901,184,1907,/players/p/pattero01.shtml,Roy Patterson
2344,0,1953-05-03,1953,1,1917,1,1917,/players/p/pennike01.shtml,Kewpie Pennington
2345,0,1953-09-03,1953,8,1903,149,1911,/players/p/pfiesja01.shtml,Jack Pfiester
2346,0,1953-08-06,1953,4,1898,61,1906,/players/p/phylebi01.shtml,Bill Phyle
2347,0,1953-08-07,1953,2,1884,78,1886,/players/p/powelab01.shtml,Abner Powell
2348,0,1953-02-06,1953,2,1907,48,1908,/players/p/pruiete01.shtml,Tex Pruiett
2349,0,1953-01-21,1953,3,1916,58,1918,/players/r/rodrijo01.shtml,Jose Rodriguez
2350,0,1953-11-19,1953,1,1931,17,1931,/players/s/schesdu01.shtml,Dutch Schesler
2351,0,1953-05-03,1953,3,1926,208,1928,/players/s/scottpe01.shtml,Pete Scott
2352,0,1953-01-27,1953,11,1927,439,1944,/players/s/sheame01.shtml,Merv Shea
2353,0,1953-08-27,1953,2,1902,31,1907,/players/s/shielch01.shtml,Charlie Shields
2354,0,1953-09-15,1953,1,1893,1,1893,/players/s/sigsbse01.shtml,Seth Sigsby
2355,0,1953-01-14,1953,1,1930,25,1930,/players/s/smallch01.shtml,Charlie Small
2356,0,1953-05-12,1953,5,1908,138,1912,/players/s/summeed01.shtml,Ed Summers
2357,0,1953-08-22,1953,9,1938,1005,1947,/players/t/taborji01.shtml,Jim Tabor
2358,0,1953-12-24,1953,10,1912,481,1921,/players/t/thomapi01.shtml,Pinch Thomas
2359,0,1953-03-28,1953,6,1913,289,1919,/players/t/thorpji01.shtml,Jim Thorpe
2360,0,1953-04-18,1953,6,1920,630,1925,/players/t/tiernco01.shtml,Cotton Tierney
2361,0,1953-03-11,1953,12,1911,336,1923,/players/t/toneyfr01.shtml,Fred Toney
2362,0,1953-03-21,1953,2,1895,70,1896,/players/t/trubyha01.shtml,Harry Truby
2363,0,1953-09-29,1953,12,1910,390,1921,/players/t/tylerle01.shtml,Lefty Tyler
2364,0,1953-08-16,1953,3,1926,199,1928,/players/t/tysonty01.shtml,Ty Tyson
2365,0,1953-06-11,1953,1,1925,110,1925,/players/v/vachete01.shtml,Tex Vache
2366,0,1953-05-16,1953,1,1905,7,1905,/players/w/wallaji01.shtml,Jim Wallace
2367,0,1953-04-05,1953,1,1907,1,1907,/players/w/walshco01.shtml,Connie Walsh
2368,0,1953-07-11,1953,5,1915,62,1926,/players/w/wendele01.shtml,Lew Wendell
2369,0,1953-03-07,1953,1,1914,1,1914,/players/w/wilsoto01.shtml,Tom Wilson
2370,0,1953-02-27,1953,4,1903,76,1906,/players/w/wolfeba01.shtml,Barney Wolfe
2371,0,1953-01-03,1953,6,1938,526,1946,/players/w/workmch01.shtml,Chuck Workman
2372,0,1954-02-13,1954,1,1915,4,1915,/players/a/anckewa01.shtml,Walter Ancker
2373,0,1954-09-05,1954,3,1923,127,1925,/players/a/archdma01.shtml,Maurice Archdeacon
2374,0,1954-03-19,1954,3,1903,347,1905,/players/b/babbch01.shtml,Charlie Babb
2375,0,1954-07-28,1954,9,1912,325,1923,/players/b/bagbyji01.shtml,Jim Bagby
2376,0,1954-05-22,1954,16,1903,507,1925,/players/b/bendech01.shtml,Chief Bender
2377,0,1954-02-10,1954,4,1907,90,1910,/players/b/bergehe01.shtml,Heinie Berger
2378,0,1954-05-24,1954,1,1932,6,1932,/players/b/biggsch01.shtml,Charlie Biggs
2379,0,1954-07-29,1954,4,1912,317,1916,/players/b/bortoba01.shtml,Babe Borton
2380,0,1954-01-11,1954,2,1890,25,1891,/players/b/bowmasu01.shtml,Sumner Bowman
2381,0,1954-07-16,1954,1,1901,12,1901,/players/b/brackja01.shtml,Jack Bracken
2382,0,1954-03-11,1954,14,1899,1461,1915,/players/b/bradlbi01.shtml,Bill Bradley
2383,0,1954-11-07,1954,2,1913,16,1914,/players/b/buesar01.shtml,Art Bues
2384,0,1954-06-01,1954,1,1934,5,1934,/players/c/caithge01.shtml,George Caithamer
2385,0,1954-02-15,1954,1,1898,2,1898,/players/c/callaji01.shtml,John Callahan
2386,0,1954-06-15,1954,1,1901,9,1901,/players/c/carrle01.shtml,Lew Carr
2387,0,1954-05-07,1954,2,1910,7,1914,/players/c/channle01.shtml,Les Channell
2388,1,1954-12-05,1954,7,1942,242,1948,/players/c/chrisru01.shtml,Russ Christopher
2389,0,1954-12-11,1954,4,1919,96,1922,/players/c/courtha01.shtml,Harry Courtney
2390,0,1954-10-16,1954,6,1914,259,1919,/players/d/davenda01.shtml,Dave Davenport
2391,0,1954-05-23,1954,3,1909,225,1911,/players/d/davidbi01.shtml,Bill Davidson
2392,0,1954-10-06,1954,7,1908,601,1914,/players/d/devorjo01.shtml,Josh Devore
2393,0,1954-11-26,1954,16,1912,453,1929,/players/d/doakbi01.shtml,Bill Doak
2394,0,1954-10-19,1954,17,1888,1737,1906,/players/d/duffyhu01.shtml,Hugh Duffy
2395,0,1954-06-01,1954,3,1913,311,1915,/players/d/duncave01.shtml,Vern Duncan
2396,0,1954-11-21,1954,1,1922,2,1922,/players/e/eubanue01.shtml,Uel Eubanks
2397,0,1954-03-19,1954,1,1918,10,1918,/players/f/faheyfr01.shtml,Frank Fahey
2398,0,1954-11-20,1954,1,1921,2,1921,/players/f/fenneho01.shtml,Hod Fenner
2399,0,1954-08-29,1954,4,1910,50,1913,/players/f/ferryja01.shtml,Jack Ferry
2400,0,1954-05-10,1954,1,1908,2,1908,/players/f/filesed01.shtml,Eddie Files
2401,0,1954-11-07,1954,2,1899,46,1900,/players/f/frisbch01.shtml,Charlie Frisbee
2402,0,1954-10-21,1954,1,1923,1,1923,/players/g/gardiar01.shtml,Art Gardiner
2403,0,1954-11-22,1954,1,1905,1,1905,/players/g/gibsoch01.shtml,Charlie Gibson
2404,0,1954-02-15,1954,1,1922,31,1922,/players/g/gillejo01.shtml,John Gillespie
2405,0,1954-03-16,1954,13,1922,1444,1934,/players/g/grantge01.shtml,George Grantham
2406,0,1954-09-13,1954,1,1920,26,1920,/players/g/grimero01.shtml,Roy Grimes
2407,0,1954-03-01,1954,2,1929,69,1932,/players/g/gudatma01.shtml,Marv Gudat
2408,0,1954-04-19,1954,1,1916,1,1916,/players/g/gunkere01.shtml,Red Gunkel
2409,0,1954-06-03,1954,3,1900,76,1902,/players/h/harveza01.shtml,Zaza Harvey
2410,0,1954-08-03,1954,4,1905,299,1908,/players/h/hoelsar01.shtml,Art Hoelskoetter
2411,0,1954-10-12,1954,11,1914,1212,1925,/players/h/holkewa01.shtml,Walter Holke
2412,0,1954-04-15,1954,1,1918,2,1918,/players/h/holmech01.shtml,Chick Holmes
2413,0,1954-08-14,1954,3,1932,76,1936,/players/k/kowalfa01.shtml,Fabian Kowalik
2414,0,1954-03-22,1954,1,1914,22,1914,/players/l/larosha01.shtml,Harry LaRoss
2415,0,1954-11-29,1954,1,1890,3,1890,/players/l/lawsoal01.shtml,Al Lawson
2416,0,1954-01-20,1954,3,1909,56,1911,/players/m/maddebu01.shtml,Bunny Madden
2417,0,1954-11-27,1954,4,1907,94,1910,/players/m/maddoni01.shtml,Nick Maddox
2418,0,1954-12-04,1954,1,1886,14,1886,/players/m/madigto01.shtml,Tony Madigan
2419,0,1954-07-15,1954,1,1910,3,1910,/players/m/mahonch01.shtml,Chris Mahoney
2420,0,1954-01-05,1954,23,1912,2670,1935,/players/m/maranra01.shtml,Rabbit Maranville
2421,0,1954-06-23,1954,1,1918,66,1918,/players/m/massero01.shtml,Red Massey
2422,0,1954-05-04,1954,1,1911,30,1911,/players/m/mcivoot01.shtml,Otto McIvor
2423,0,1954-02-20,1954,9,1889,325,1897,/players/m/mcmahsa01.shtml,Sadie McMahon
2424,0,1954-09-21,1954,7,1908,595,1915,/players/m/moranhe01.shtml,Herbie Moran
2425,0,1954-12-01,1954,1,1904,8,1904,/players/o/o'harki01.shtml,Kid O'Hara
2426,0,1954-06-08,1954,2,1906,62,1907,/players/o/o'harto01.shtml,Tom O'Hara
2427,0,1954-09-02,1954,3,1907,266,1909,/players/o/osborfr02.shtml,Fred Osborn
2428,0,1954-05-17,1954,1,1919,2,1919,/players/p/parkero01.shtml,Roy Parker
2429,0,1954-01-16,1954,6,1906,334,1911,/players/p/paynefr01.shtml,Fred Payne
2430,0,1954-01-16,1954,1,1908,7,1908,/players/p/perrycl01.shtml,Clay Perry
2431,0,1954-12-19,1954,6,1905,147,1911,/players/p/pfeffbi01.shtml,Big Jeff Pfeffer
2432,0,1954-06-26,1954,6,1914,367,1920,/players/p/pickch01.shtml,Charlie Pick
2433,0,1954-02-01,1954,2,1918,23,1927,/players/p/plittno01.shtml,Norman Plitt
2434,0,1954-07-13,1954,1,1914,3,1914,/players/p/porraed01.shtml,Ed Porray
2435,0,1954-12-17,1954,1,1923,2,1923,/players/p/proctre01.shtml,Red Proctor
2436,0,1954-09-01,1954,1,1941,3,1941,/players/q/quinnwi01.shtml,Wimpy Quinn
2437,0,1954-12-31,1954,1,1909,8,1909,/players/r/rafteto01.shtml,Tom Raftery
2438,0,1954-05-11,1954,1,1899,1,1899,/players/r/riddldo01.shtml,Dorsey Riddlemoser
2439,0,1954-01-07,1954,1,1922,4,1922,/players/s/schilre01.shtml,Red Schillings
2440,0,1954-01-09,1954,1,1915,10,1915,/players/s/sheltsk01.shtml,Skeeter Shelton
2441,0,1954-02-04,1954,1,1894,39,1894,/players/s/smithol01.shtml,Ollie Smith
2442,0,1954-03-24,1954,1,1914,1,1914,/players/s/snydech03.shtml,Chubby Snyder
2443,0,1954-10-14,1954,1,1914,11,1914,/players/s/swansbi01.shtml,Bill Swanson
2444,0,1954-07-08,1954,4,1911,27,1914,/players/t/taylowi01.shtml,Wiley Taylor
2445,0,1954-03-10,1954,2,1914,25,1915,/players/t/textoge01.shtml,George Textor
2446,0,1954-05-17,1954,1,1914,1,1914,/players/t/tyreeea01.shtml,Earl Tyree
2447,0,1954-02-05,1954,1,1912,11,1912,/players/w/warneed01.shtml,Ed Warner
2448,0,1954-10-22,1954,17,1923,548,1939,/players/w/whiteea01.shtml,Earl Whitehill
2449,0,1954-02-22,1954,9,1908,1280,1916,/players/w/wilsoch01.shtml,Chief Wilson
2450,0,1954-09-23,1954,1,1913,3,1913,/players/w/wilsojo01.shtml,John Wilson
2451,0,1955-03-10,1955,1,1905,11,1905,/players/a/adamsri01.shtml,Rick Adams
2452,0,1955-03-18,1955,5,1939,106,1945,/players/a/aderhmo01.shtml,Morrie Aderholt
2453,0,1955-09-12,1955,1,1942,3,1942,/players/a/adkindi01.shtml,Dick Adkins
2454,0,1955-06-27,1955,2,1954,157,1955,/players/a/agganha01.shtml,Harry Agganis
2455,0,1955-08-04,1955,2,1911,78,1913,/players/b/balenmi01.shtml,Mike Balenti
2456,0,1955-02-10,1955,4,1909,32,1912,/players/b/barrocu01.shtml,Cuke Barrows
2457,0,1955-01-25,1955,1,1905,29,1905,/players/b/bartoha01.shtml,Harry Barton
2458,0,1955-10-04,1955,8,1914,154,1926,/players/b/baumgst01.shtml,Stan Baumgartner
2459,0,1955-07-28,1955,1,1907,17,1907,/players/b/bellru01.shtml,Rudy Bell
2460,0,1955-04-10,1955,2,1900,43,1901,/players/b/bernacu01.shtml,Curt Bernard
2461,0,1955-01-24,1955,2,1903,145,1904,/players/b/bevilmo01.shtml,Monte Beville
2462,0,1955-03-16,1955,1,1909,4,1909,/players/b/boolere01.shtml,Red Booles
2463,0,1955-12-24,1955,3,1907,48,1909,/players/b/boultja01.shtml,Jake Boultes
2464,0,1955-12-31,1955,15,1928,437,1942,/players/b/browncl01.shtml,Clint Brown
2465,0,1955-01-23,1955,5,1911,43,1915,/players/b/brownel01.shtml,Elmer Brown
2466,0,1955-02-03,1955,2,1901,9,1902,/players/b/brownfr01.shtml,Fred Brown
2467,0,1955-05-29,1955,1,1909,1,1909,/players/b/brownra01.shtml,Ray Brown
2468,0,1955-10-26,1955,3,1909,7,1912,/players/b/busheja01.shtml,Jack Bushelman
2469,0,1955-08-11,1955,1,1929,3,1929,/players/b/byrneje01.shtml,Jerry Byrne
2470,0,1955-01-28,1955,1,1913,6,1913,/players/c/calhobi01.shtml,Bill Calhoun
2471,0,1955-12-18,1955,12,1934,380,1946,/players/c/castege01.shtml,George Caster
2472,0,1955-04-28,1955,4,1910,88,1915,/players/c/chouife01.shtml,Felix Chouinard
2473,0,1955-09-10,1955,16,1910,1799,1925,/players/c/collish01.shtml,Shano Collins
2474,0,1955-05-24,1955,1,1915,1,1915,/players/c/conebo01.shtml,Bob Cone
2475,0,1955-08-06,1955,2,1922,99,1924,/players/c/cotteho01.shtml,Hooks Cotter
2476,0,1955-11-12,1955,7,1914,174,1922,/players/c/cranesa02.shtml,Sam Crane
2477,0,1955-09-08,1955,4,1908,227,1911,/players/c/crissdo01.shtml,Dode Criss
2478,0,1955-12-17,1955,2,1905,16,1906,/players/d/degroru01.shtml,Rube DeGroff
2479,0,1955-01-13,1955,12,1898,417,1909,/players/d/dinnebi01.shtml,Bill Dinneen
2480,0,1955-12-19,1955,1,1916,3,1916,/players/d/divismo01.shtml,Moxie Divis
2481,0,1955-09-22,1955,4,1909,54,1912,/players/d/drucklo01.shtml,Louis Drucke
2482,0,1955-06-02,1955,1,1915,5,1915,/players/e/eccleha01.shtml,Harry Eccles
2483,0,1955-08-11,1955,5,1916,135,1920,/players/e/ellisba01.shtml,Babe Ellison
2484,0,1955-12-27,1955,2,1903,7,1904,/players/f/fairbji01.shtml,Jim Fairbank
2485,0,1955-09-23,1955,3,1916,20,1920,/players/f/fortuga01.shtml,Gary Fortune
2486,0,1955-10-09,1955,9,1944,253,1954,/players/f/foxho01.shtml,Howie Fox
2487,0,1955-05-13,1955,4,1911,55,1918,/players/g/georgle01.shtml,Lefty George
2488,0,1955-08-05,1955,1,1914,7,1914,/players/g/glockno01.shtml,Norm Glockson
2489,0,1955-04-02,1955,3,1932,51,1934,/players/g/grabore01.shtml,Reggie Grabowski
2490,0,1955-04-16,1955,1,1890,1,1890,/players/g/grafflo01.shtml,Louis Graff
